id,school_name,school_type,Official Low Year Level,Official High Year Level,school_address,suburb,postcode,Sector,sector,school_lon,school_lat
922,Parkhurst State School,,Prep Year,Year 6,11 Mason Avenue,Parkhurst,4702,State,,150.513766,-23.295814
2327,Parklands Christian College (Park Ridge),,Prep Year,Year 12,11 Hillcrest Road,Park Ridge,4125,Non-State,Independent,153.035613,-27.71577
639,Parramatta State School,,Early Childhood,Year 6,122 Mulgrave Road,Parramatta Park,4870,State,,145.763213,-16.925111
1486,Patrick Estate State School,,Prep Year,Year 6,816 Mahon Road,Patrick Estate,4311,State,,152.567905,-27.410921
1864,Patricks Road State School,,Prep Year,Year 6,Patricks Road,Ferny Hills,4055,State,,152.934851,-27.393243
286,Payne Road State School,,Prep Year,Year 6,171 Payne Road,The Gap,4061,State,,152.951438,-27.449445
5772,Peace Lutheran College (Kamerunga),,Prep Year,Year 12,Cowley Street,Kamerunga,4870,Non-State,Independent,145.689758,-16.878273
5762,Peace Lutheran Primary School (Gatton),,Prep Year,Year 6,36 East Street,Gatton,4343,Non-State,Independent,152.274393,-27.557549
672,Peachester State School,,Prep Year,Year 6,966 Peachester Road,Peachester,4519,State,,152.882544,-26.843734
86,Peak Crossing State School,,Prep Year,Year 6,Ipswich-Boonah Road,Peak Crossing,4306,State,,152.731243,-27.779813
467,Pentland State School,,Early Childhood,Year 6,Gilmore Street,Pentland,4816,State,,145.398201,-20.52313
2415,Peregian Beach College (Peregian Beach),,Prep Year,Year 12,41 Old Emu Mountain Road,Peregian Beach,4573,Non-State,Independent,153.068088,-26.479319
1712,Peregian Springs State School,,Prep Year,Year 6,191 The Avenue,Peregian Springs,4573,State,,153.07212,-26.500388
183,Petrie State School,,Prep Year,Year 6,42 Dayboro Road,Petrie,4502,State,,152.972216,-27.267544
80,Petrie Terrace State School,,Prep Year,Year 6,40 Moreton Street,Paddington,4064,State,,153.0096,-27.459915
419,Pialba State School,,Prep Year,Year 6,Alice Street,Pialba,4655,State,,152.833396,-25.27938
9315,Picnic Creek State School,,Prep Year,Year 6,25 Edwardson Drive,Coomera,4209,State,,153.338761,-27.839949
422,Pilton State School,,Prep Year,Year 6,24 Pilton Valley Road,Pilton,4361,State,,152.049757,-27.867944
2049,Pimlico State High School,,Year 7,Year 12,Fulham Road,Gulliver,4812,State,,146.782657,-19.288734
9331,Pimpama State Primary College,,Prep Year,Year 6,Cunningham Drive North,Pimpama,4209,State,,153.322222,-27.833333
81,Pimpama State School,,Prep Year,Year 6,9 Hotham Creek Road North,Pimpama,4209,State,,153.27857,-27.8171
8044,Pimpama State Secondary College,,Year 7,Year 12,Dixon Drive,Pimpama,4209,State,,153.318457,-27.834462
1408,Pindi Pindi State School,,Prep Year,Year 6,5923 Bruce Highway,Pindi Pindi,4798,State,,148.732275,-20.870327
5793,Pine Community School (Arana Hills),,Prep Year,Year 6,123 Bunya Road,Arana Hills,4054,Non-State,Independent,152.962946,-27.387462
3011,Pine Rivers Special School,,Early Childhood,Year 12,10 Lawnton Pocket Road,Lawnton,4501,State,,152.98394,-27.282947
2102,Pine Rivers State High School,,Year 7,Year 12,Gympie Road,Strathpine,4500,State,,152.989495,-27.296398
1141,Pinnacle State School,,Prep Year,Year 6,Pinnacle Street,Pinnacle,4741,State,,148.712974,-21.14988
2168,Pioneer State High School,,Year 7,Year 12,Bedford Road,Andergrove,4740,State,,149.180635,-21.095848
2119,Pittsworth State High School,,Year 7,Year 12,Factory Street,Pittsworth,4356,State,,151.6455,-27.709083
373,Pittsworth State School,,Early Childhood,Year 6,Hume Street,Pittsworth,4356,State,,151.634048,-27.718317
720,Pomona State School,,Prep Year,Year 6,74 Station Street,Pomona,4568,State,,152.860674,-26.367953
457,Pormpuraaw State School,,Early Childhood,Year 6,Pormpuraaw Street,Pormpuraaw,4892,State,,141.620978,-14.898737
208,Port Curtis Road State School,,Prep Year,Year 6,Port Curtis Road,Port Curtis,4700,State,,150.514026,-23.413482
1979,Port Douglas State School,,Prep Year,Year 6,Endeavour Street,Port Douglas,4877,State,,145.461292,-16.524257
1704,Pozieres State School,,Prep Year,Year 6,Pozieres School Road,Pozieres,4352,State,,151.884767,-28.524854
488,Prairie State School,,Prep Year,Year 6,Savage Street,Prairie,4816,State,,144.605313,-20.870788
238,Prenzlau State School,,Prep Year,Year 6,357 Prenzlau Road,Prenzlau,4311,State,,152.523271,-27.534046
5767,"Prince of Peace Lutheran College (Rogers Pde West, Everton Hills)",,Prep Year,Year 6,20 Rogers Parade West,Everton Park,4053,Non-State,Independent,152.977933,-27.392318
2090,Proserpine State High School,,Year 7,Year 12,4 Ruge Street,Proserpine,4800,State,,148.58181,-20.405985
779,Proserpine State School,,Early Childhood,Year 6,33 Renwick Road,Proserpine,4800,State,,148.58239,-20.409003
1655,Prospect Creek State School,,Prep Year,Year 6,12935 Dawson Highway,Prospect,4715,State,,150.429343,-24.421124
1155,Proston State School,,Prep Year,Year 10,94 Rodney Street,Proston,4613,State,,151.600176,-26.167726
140,Pullenvale State School,,Prep Year,Year 6,120 Grandview Road,Pullenvale,4069,State,,152.895344,-27.532618
9324,Pumicestone State School,,Prep Year,Year 6,75 Cottrill Road,Caboolture,4510,State,,152.9565,-27.058
5038,"Queen of Apostles Primary School (Thuruna St, Stafford)",,Year 3,Year 6,10 Thuruna Street,Stafford,4053,Non-State,Catholic,153.008083,-27.4044
1194,Queens Beach State School,,Prep Year,Year 6,39 Tracey Street,Bowen,4805,State,,148.227178,-19.976137
5685,Queensland Academy for Creative Industries,,Year 10,Year 12,61 - 73 Musk Avenue,Kelvin Grove,4059,State,,153.014329,-27.452843
5727,Queensland Academy for Health Sciences,,Year 10,Year 12,102 Edmund Rice Drive,Southport,4215,State,,153.382906,-27.967145
5684,Queensland Academy for Science Mathematics and Technology,,Year 7,Year 12,78 Bywong Street,Toowong,4066,State,,152.979012,-27.486107
3102,Queensland Children's Hospital School,,Prep Year,Year 12,Raymond terrace,South Brisbane,4101,State,,153.0272,-27.484495
3036,Queensland Pathways State College,,Year 10,Year 12,347 Old Cleveland Road,Coorparoo,4151,State,,153.061203,-27.49407
1594,Quilpie State College,,Early Childhood,Year 10,Cnr Chulungra & Boonkai Streets,Quilpie,4480,State,,144.271484,-26.614937
958,Quinalow Prep-10 State School,,Prep Year,Year 10,Progress Street,Quinalow,4403,State,,151.622205,-27.107658
975,Raceview State School,,Prep Year,Year 6,96 Wildey Street,Raceview,4305,State,,152.782381,-27.640651
5970,Radiant Life College (East Innisfail),,Prep Year,Year 8,1 Riley Street,East Innisfail,4860,Non-State,Independent,146.0348,-17.539575
1530,Railway Estate State School,,Prep Year,Year 6,39 Railway Avenue,Railway Estate,4810,State,,146.815779,-19.274215
1955,Rainbow Beach State School,,Prep Year,Year 6,Warooga Road,Rainbow Beach,4581,State,,153.078729,-25.907353
1491,Rainworth State School,,Prep Year,Year 6,185 Boundary Road,Bardon,4065,State,,152.985258,-27.467026
29,Ramsay State School,,Prep Year,Year 6,173 Ramsay School Road,Ramsay,4358,State,,151.962564,-27.721666
1174,Rangeville State School,,Early Childhood,Year 6,32A High Street,Rangeville,4350,State,,151.978395,-27.583098
1870,Rasmussen State School,,Early Childhood,Year 6,Allambie Lane,Rasmussen,4815,State,,146.729243,-19.3649
1332,Rathdowney State School,,Prep Year,Year 6,Mount Lindesay Highway,Rathdowney,4287,State,,152.860509,-28.215634
1315,Ravenshoe State School,,Prep Year,Year 12,Moore Street,Ravenshoe,4888,State,,145.488711,-17.610597
141,Ravenswood State School,,Early Childhood,Year 6,School Street,Ravenswood,4816,State,,146.889506,-20.103639
3085,Red Hill Special School,,Early Childhood,Year 12,72 Waterworks Road,Red Hill,4059,State,,153.000651,-27.450749
2174,Redbank Plains State High School,,Year 7,Year 12,Willow Road,Redbank Plains,4301,State,,152.868869,-27.65341
88,Redbank Plains State School,,Prep Year,Year 6,39-53 School Road,Redbank Plains,4301,State,,152.851911,-27.647923
719,Redbank State School,,Prep Year,Year 6,9 Brisbane Road,Redbank,4301,State,,152.86459,-27.60298
3009,Redcliffe Special School,,Year 7,Year 12,Klingner Road,Redcliffe,4020,State,,153.113253,-27.223224
2045,Redcliffe State High School,,Year 7,Year 12,55 Klingner Road,Redcliffe,4020,State,,153.111006,-27.223688
5781,Redeemer Lutheran College (Rochedale),,Prep Year,Year 12,745 Rochedale Road,Rochedale,4123,Non-State,Independent,153.124132,-27.585276
5765,"Redeemer Lutheran College, Biloela (Biloela)",,Prep Year,Year 11,2 Collard Street,Biloela,4715,Non-State,Independent,150.51903,-24.401458
229,Redland Bay State School,,Prep Year,Year 6,Gordon Road,Redland Bay,4165,State,,153.293085,-27.618595
3033,Redland District Special School,,Early Childhood,Year 12,51-53 Panorama Drive,Thornlands,4164,State,,153.26069,-27.550107
5801,Redlands College (Wellington Point),,Prep Year,Year 12,38 Anson Road,Wellington Point,4160,Non-State,Independent,153.232781,-27.492634
1336,Redlynch State College,,Prep Year,Year 12,Jungara Road,Redlynch,4870,State,,145.695815,-16.909266
9948,Redwood College (Burpengary),,Prep Year,Year 10,6 Gleeson Road,Burpengary,4505,Non-State,Independent,152.966198,-27.137961
1996,Regents Park State School,,Prep Year,Year 6,Emerald Drive,Regents Park,4118,State,,153.035018,-27.682091
721,Richlands East State School,,Prep Year,Year 6,99 Poinsettia Street,Inala,4077,State,,152.967087,-27.597126
733,Richmond Hill State School,,Prep Year,Year 6,Cnr Baker & Burdekin Streets,Richmond Hill,4820,State,,146.265083,-20.061524
576,Richmond State School,,Prep Year,Year 10,88 Crawford Street,Richmond,4822,State,,143.143081,-20.734145
1489,Ridgelands State School,,Prep Year,Year 6,43 Dalma-Ridgelands Road,Ridgelands,4702,State,,150.279911,-23.249781
A790,Ripley Valley State School,,Prep Year,Year 6,110 Botany Drive,Ripley Valley,4306,State,,152.813232,-27.696657
A797,Ripley Valley State Secondary College,,Year 7,Year 8,18 Parkway Avenue,Ripley Valley,4306,State,,152.810065,-27.694209
5593,Rivermount College (Yatala),,Prep Year,Year 12,Rivermount Drive,Yatala,4207,Non-State,Independent,153.200401,-27.753911
5487,Riverside Adventist Christian School (Aitkenvale),,Prep Year,Year 6,59 Leopold Street,Aitkenvale,4814,Non-State,Independent,146.767745,-19.305621
5860,Riverside Christian College (Maryborough),,Prep Year,Year 12,23 Royle Street,Maryborough,4650,Non-State,Independent,152.66453,-25.517794
1865,Riverview State School,,Prep Year,Year 6,131 Old Ipswich Road,Riverview,4303,State,,152.84694,-27.603299
582,Roadvale State School,,Prep Year,Year 6,111 Roadvale Road,Roadvale,4310,State,,152.705005,-27.920165
1899,Robertson State School,,Prep Year,Year 6,688 Musgrave Road,Robertson,4109,State,,153.056254,-27.565483
195,Robina State High School,,Year 7,Year 12,Investigator Drive,Robina,4226,State,,153.376815,-28.073544
1982,Robina State School,,Prep Year,Year 6,Killarney Avenue,Robina,4226,State,,153.399122,-28.071232
1886,Rochedale South State School,,Prep Year,Year 6,Wendron Street,Rochedale South,4123,State,,153.129898,-27.5906
2158,Rochedale State High School,,Year 7,Year 12,249 Priestdale Road,Rochedale,4123,State,,153.111492,-27.585626
1638,Rochedale State School,,Prep Year,Year 6,694 Rochedale Road,Rochedale,4123,State,,153.125368,-27.580092
9803,Rockhampton Flexible Learning Centre (Rockhampton),,Year 7,Year 12,210 Upper Dawson Road,Rockhampton,4700,Non-State,Catholic,150.500725,-23.401298
5505,Rockhampton Girls Grammar School (Rockhampton),,Prep Year,Year 12,Cnr Denham and Agnes Streets,Rockhampton,4700,Non-State,Independent,150.495851,-23.388595
3038,Rockhampton North Special School,,Prep Year,Year 12,353-359 Dean Street,Frenchville,4701,State,,150.536884,-23.349449
3010,Rockhampton Special School,,Prep Year,Year 12,91 - 115 William Street,Rockhampton,4700,State,,150.511679,-23.382714
2011,Rockhampton State High School,,Year 7,Year 12,Campbell Street,Wandal,4700,State,,150.499255,-23.369589
454,Rocklea State School,,Prep Year,Year 6,19 Elmes Road,Rocklea,4106,State,,153.011812,-27.546643
1786,Rockville State School,,Prep Year,Year 6,3 Holberton Street,Rockville,4350,State,,151.936495,-27.53116
92,Rolleston State School,,Early Childhood,Year 6,16 Warrijo Street,Rolleston,4702,State,,148.624042,-24.46248
1325,Rollingstone State School,,Prep Year,Year 6,Fred Williams Drive,Rollingstone,4816,State,,146.391571,-19.04371
5666,Roma State College,,Early Childhood,Year 12,Cottell Street,Roma,4455,State,,148.778149,-26.565539
613,Ropeley State School,,Prep Year,Year 6,4 Hoger Road,Ropeley,4343,State,,152.258756,-27.657925
759,Rosedale State School,,Early Childhood,Year 12,21 James Street,Rosedale,4674,State,,151.914749,-24.623708
3002,Rosella Park School,,Prep Year,Year 12,20 Park Street,West Gladstone,4680,State,,151.247541,-23.852157
2151,Rosewood State High School,,Year 7,Year 12,46 Lanefield Road,Rosewood,4340,State,,152.585622,-27.635897
131,Rosewood State School,,Prep Year,Year 6,School Street,Rosewood,4340,State,,152.592667,-27.643552
1977,Rossville State School,,Prep Year,Year 6,Angus Gully Road,Rossville,4895,State,,145.268357,-15.76322
472,Runcorn Heights State School,,Prep Year,Year 6,200 Nemies Road,Runcorn,4113,State,,153.069699,-27.604541
2167,Runcorn State High School,,Year 7,Year 12,132 Hill Road,Runcorn,4113,State,,153.07801,-27.592692
968,Runcorn State School,,Prep Year,Year 6,646 Beenleigh Road,Sunnybank,4109,State,,153.062144,-27.588129
1488,Russell Island State School,,Prep Year,Year 6,38-64 High Street,Russell Island,4184,State,,153.38132,-27.651519
5331,Ryan Catholic College (Kirwan),,Prep Year,Year 12,59 Canterbury Road,Kirwan,4817,Non-State,Catholic,146.718867,-19.316149
5196,Sacred Heart Catholic Primary School (Yeppoon),,Prep Year,Year 6,14 Barracuda Crescent,Yeppoon,4703,Non-State,Catholic,150.766262,-23.158487
5158,Sacred Heart Primary School (Cunnamulla),,Prep Year,Year 6,46 John Street,Cunnamulla,4490,Non-State,Catholic,145.683247,-28.07254
5044,Sacred Heart Primary School (Sandgate),,Prep Year,Year 6,92 Brighton Road,Sandgate,4017,Non-State,Catholic,153.067168,-27.317432
5159,Sacred Heart Primary School (Toowoomba),,Prep Year,Year 6,263 Tor Street,Toowoomba,4350,Non-State,Catholic,151.931423,-27.540239
5042,Sacred Heart School (Booval),,Prep Year,Year 6,25 Cothill Road,Booval,4304,Non-State,Catholic,152.792921,-27.617084
5387,Saint Mary's Catholic College (Kingaroy),,Prep Year,Year 12,10 Kent Street,Kingaroy,4610,Non-State,Catholic,151.841913,-26.534684
268,Saint Stephen's College (Coomera),,Prep Year,Year 12,31 Reserve Road,Coomera,4209,Non-State,Independent,153.306903,-27.870049
1690,Salisbury State School,,Prep Year,Year 6,19 Cripps Street,Salisbury,4107,State,,153.03214,-27.553542
94,Samford State School,,Prep Year,Year 6,School Road,Samford Village,4520,State,,152.880758,-27.376571
5816,Samford Valley Steiner School (Wights Mountain),,Prep Year,Year 12,Narrawa Drive,Wights Mountain,4520,Non-State,Independent,152.858392,-27.392408
5359,San Sisto College (Carina),,Year 7,Year 12,97 Mayfield Road,Carina,4152,Non-State,Catholic,153.09041,-27.490682
2047,Sandgate District State High School,,Year 7,Year 12,41 Braun Street,Deagon,4017,State,,153.057231,-27.329056
153,Sandgate State School,,Prep Year,Year 6,54 Rainbow Street,Sandgate,4017,State,,153.065898,-27.320893
1754,Sandy Strait State School,,Prep Year,Year 6,Robert Street,Urangan,4655,State,,152.875398,-25.300426
2101,Sarina State High School,,Year 7,Year 12,Anzac Street,Sarina,4737,State,,149.213698,-21.420889
546,Sarina State School,,Prep Year,Year 6,Broad Street,Sarina,4737,State,,149.217461,-21.4222
1560,Scarborough State School,,Prep Year,Year 6,Eversleigh Road,Scarborough,4020,State,,153.110181,-27.215112
475,Scottville State School,,Prep Year,Year 6,21 Eleventh Avenue,Scottville,4804,State,,147.819704,-20.574187
1479,Seaforth State School,,Prep Year,Year 6,2092 Seaforth Road,Seaforth,4741,State,,148.962607,-20.92104
590,Serviceton South State School,,Prep Year,Year 6,59 Lorikeet Street,Inala,4077,State,,152.976952,-27.605899
5360,Seton College (Mount Gravatt East),,Year 7,Year 12,1148 Cavendish Road,Mount Gravatt East,4122,Non-State,Catholic,153.092271,-27.529542
1026,Seven Hills State School,,Prep Year,Year 6,152 D'Arcy Road,Seven Hills,4170,State,,153.074716,-27.479447
1007,Severnlea State School,,Prep Year,Year 6,14 Turner Road,Severnlea,4380,State,,151.908733,-28.702352
1131,Seville Road State School,,Prep Year,Year 6,Cnr Oates Avenue & Roscoe Street,Holland Park,4121,State,,153.072861,-27.525584
2149,Shailer Park State High School,,Year 7,Year 12,Leaf Street,Shailer Park,4128,State,,153.186717,-27.662079
1916,Shailer Park State School,,Prep Year,Year 6,Bulwarna Street,Shailer Park,4128,State,,153.187135,-27.660299
A683,Shalom Christian College Condon Campus (Condon),,Prep Year,Year 7,190 Hervey Range Road,Condon,4815,Non-State,Independent,146.711001,-19.319738
5406,Shalom College (Bundaberg),,Year 7,Year 12,9 Fitzgerald Street,Bundaberg,4670,Non-State,Catholic,152.339163,-24.894389
400,Sharon State School,,Prep Year,Year 6,18 Sharon School Road,Sharon,4670,State,,152.263391,-24.872466
597,Sheldon College (Sheldon),,Prep Year,Year 12,Lot 5 Taylor Road,Sheldon,4157,Non-State,Independent,153.234521,-27.57071
78,Sherwood State School,,Prep Year,Year 6,464 Oxley Road,Sherwood,4075,State,,152.983252,-27.531579
1623,Shorncliffe State School,,Prep Year,Year 6,Yundah Street,Shorncliffe,4017,State,,153.080955,-27.323747
480,Siena Catholic College (Sippy Downs),,Year 7,Year 12,60 Sippy Downs Drive,Sippy Downs,4556,Non-State,Catholic,153.056834,-26.716021
2359,Siena Catholic Primary School (Sippy Downs),,Prep Year,Year 6,58 Sippy Downs Drive,Sippy Downs,4556,Non-State,Catholic,153.057339,-26.71588
247,Silkstone State School,,Prep Year,Year 6,Molloy Street,Silkstone,4304,State,,152.784772,-27.619096
738,Silkwood School (Mount Nathan),,Prep Year,Year 12,27 & 39 Shepherd Hill Lane,Mount Nathan,4211,Non-State,Independent,153.291127,-28.003359
1528,Silkwood State School,,Prep Year,Year 6,Japoon Road,Silkwood,4856,State,,146.000785,-17.736444
A743,Silver Lining School (Wondai),,Year 8,Year 12,47 Ficks Crossing Road,Wondai,4606,Non-State,Independent,151.889942,-26.251053
