suburb,postcode,Category,Subcategory,2012Q3,2012Q4,2013Q1,2013Q2,2013Q3,2013Q4,2014Q1,2014Q2,2014Q3,2014Q4,2015Q1,2015Q2,2015Q3,2015Q4,2016Q1,2016Q2,2016Q3,2016Q4,2017Q1,2017Q2,2017Q3,2017Q4
DUDLEY PARK,5008,ACTS INTENDED TO CAUSE INJURY,Common Assault,3,,3,,1,,1,,,3,1,4,,1,,,2,2,,,,
DUDLEY PARK,5008,ACTS INTENDED TO CAUSE INJURY,Other acts intended to cause injury,1,,,,,,,,,,,,,,,,,,,,,
DUDLEY PARK,5008,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,3,,2,2,1,,,5,2,1,,1,3,5,2,,1,2,2,1,,
DUDLEY PARK,5008,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,,,,,,,,,,1,,,,,1,,,,,,,
DUDLEY PARK,5008,FRAUD DECEPTION AND RELATED OFFENCES,Obtain benefit by deception,,,,1,,,,1,,1,,,1,1,,,,,,,2,
DUDLEY PARK,5008,OTHER OFFENCES AGAINST THE PERSON,"Abduction, harassment and other offences",,,,,,2,,,,1,,,,,,,,,,,1,
DUDLEY PARK,5008,OTHER OFFENCES AGAINST THE PERSON,Dangerous or negligent acts,,,,,,1,,,,,,,,,,,,,,2,,
DUDLEY PARK,5008,OTHER OFFENCES AGAINST THE PERSON,Threatening behaviour,,,,,,,,,,1,,1,,,2,,,,2,,,
DUDLEY PARK,5008,PROPERTY DAMAGE AND ENVIRONMENTAL,Graffiti,,,1,1,,,,,1,,,1,,6,,,2,1,,,,1
DUDLEY PARK,5008,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,7,2,5,2,2,4,,4,5,4,2,6,2,4,3,1,6,5,3,1,4,3
DUDLEY PARK,5008,PROPERTY DAMAGE AND ENVIRONMENTAL,Property damage by fire or explosion,,,5,,,,1,1,,1,,,,,,,,,,,,1
DUDLEY PARK,5008,ROBBERY AND RELATED OFFENCES,Aggravated robbery,,,1,1,,2,1,,1,,,,,,,,,,,,,
DUDLEY PARK,5008,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,,,,,1,,2,1,,,,,1,2,1,1,3,,,2,,
DUDLEY PARK,5008,SERIOUS CRIMINAL TRESPASS,SCT - Residence,1,3,,1,2,,,,,,1,3,3,,2,,3,1,3,3,1,2
DUDLEY PARK,5008,THEFT AND RELATED OFFENCES,Other theft,2,5,5,2,1,1,2,2,2,2,,2,3,2,5,2,4,2,1,2,1,1
DUDLEY PARK,5008,THEFT AND RELATED OFFENCES,Receive or handle proceeds of crime,,,,1,,,,,,,,,,,,,,1,,2,,
DUDLEY PARK,5008,THEFT AND RELATED OFFENCES,Theft from motor vehicle,3,1,2,1,1,2,2,,1,1,,3,6,3,,4,1,1,1,3,2,2
DUDLEY PARK,5008,THEFT AND RELATED OFFENCES,Theft/Illegal Use of MV,2,1,,,3,3,3,1,,1,,2,1,1,,1,1,,,1,,
DUDLEY WEST,5222,THEFT AND RELATED OFFENCES,Other theft,,,,,,,,,,,,,,,,1,,,,,,
DULWICH,5065,ACTS INTENDED TO CAUSE INJURY,Common Assault,,1,,,1,,,,,,,,1,2,,,,,,,,
DULWICH,5065,ACTS INTENDED TO CAUSE INJURY,Other acts intended to cause injury,,,,,1,,,,1,,,,,,,,,,,,,1
DULWICH,5065,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,,,,,,1,1,,1,,,2,,,,2,,2,,,,1
DULWICH,5065,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,,,,,,,,,,,1,,,,,,,,,,,
DULWICH,5065,FRAUD DECEPTION AND RELATED OFFENCES,Obtain benefit by deception,,1,1,,,,,,,,,1,1,,1,1,,,1,,,
DULWICH,5065,OTHER OFFENCES AGAINST THE PERSON,"Abduction, harassment and other offences",,,,,,,,,,,,1,,,,,,,,,,
DULWICH,5065,OTHER OFFENCES AGAINST THE PERSON,Threatening behaviour,,,,,,2,,,,,,,,,,,,,,,1,
DULWICH,5065,PROPERTY DAMAGE AND ENVIRONMENTAL,Graffiti,,,,,2,,,,,,,,,,,,,,,1,,
DULWICH,5065,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,4,5,1,1,3,2,3,4,1,2,2,4,2,4,1,2,1,,1,1,,3
DULWICH,5065,PROPERTY DAMAGE AND ENVIRONMENTAL,Property damage by fire or explosion,,,,,,,,,,,1,,,,,,,,,,,
DULWICH,5065,ROBBERY AND RELATED OFFENCES,Aggravated robbery,,,,,1,,,,,,,,,,,,,,,,,
DULWICH,5065,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,1,2,2,3,4,,2,1,3,1,3,1,,1,2,,2,,2,,,
DULWICH,5065,SERIOUS CRIMINAL TRESPASS,SCT - Residence,3,,2,2,2,1,4,1,1,1,1,3,,2,,2,1,2,2,1,,
DULWICH,5065,THEFT AND RELATED OFFENCES,Other theft,3,3,5,3,9,2,3,2,,1,2,1,2,2,2,4,3,3,,2,4,1
DULWICH,5065,THEFT AND RELATED OFFENCES,Receive or handle proceeds of crime,,,,,,,,,,,,,,,,,,,,,1,
DULWICH,5065,THEFT AND RELATED OFFENCES,Theft from motor vehicle,3,4,1,,1,,3,2,,3,2,2,1,2,2,3,2,,,2,1,
DULWICH,5065,THEFT AND RELATED OFFENCES,Theft from shop,,1,,,,,,,,,,,,,,,,,,,,
DULWICH,5065,THEFT AND RELATED OFFENCES,Theft/Illegal Use of MV,,1,,1,1,,1,,1,,,,1,,,,,,,1,,
DUNCAN,5223,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,,,,,,1,,,,,,,,,,,,,,,,
DUNCAN,5223,THEFT AND RELATED OFFENCES,Other theft,,,,,,,,,1,,,,,,,,,,,,,
DUTTON,5356,ACTS INTENDED TO CAUSE INJURY,Assault Police,,,,,,,,,,,,,,,,,1,,,,,
DUTTON,5356,ACTS INTENDED TO CAUSE INJURY,Common Assault,,,,,1,,,,,,,,1,,,,,,,,,
DUTTON,5356,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,,,,,,,,1,,,,,,,,,,,,,,
DUTTON,5356,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,,,,,,,,,,,,,,1,,,,,,,,
DUTTON,5356,PROPERTY DAMAGE AND ENVIRONMENTAL,Property damage by fire or explosion,,,1,,,,,,,,,,,1,,,,,,,,
DUTTON,5356,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,,1,,,,,,,,,,,,,,,,,,,,
DUTTON,5356,THEFT AND RELATED OFFENCES,Other theft,1,,,,,,,,,,,,,,,1,,1,1,,,
DUTTON,5356,THEFT AND RELATED OFFENCES,Theft from motor vehicle,,,,,,,,,,,,,,,,,,,,,,1
DUTTON BAY,5607,ACTS INTENDED TO CAUSE INJURY,Common Assault,,,,,,,1,,,,,,,,,,,,,,,
DUTTON BAY,5607,THEFT AND RELATED OFFENCES,Other theft,1,,,,,,,,,,,,,,,,,,,,,
DUTTON EAST,5356,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,,,,,,,,,,,,,,,,,,,,,,1
DUTTON EAST,5356,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,,,,,,,,,,,,,,,,,1,,,,,
EAGLE ON THE HILL,5150,PROPERTY DAMAGE AND ENVIRONMENTAL,Graffiti,,,1,,,,,,,,,,,,,,,,,,,
EAGLE ON THE HILL,5150,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,,,,,,,1,,,,,,,,,,,,,,,
EAGLE ON THE HILL,5150,THEFT AND RELATED OFFENCES,Other theft,,,,,1,,,,,,,,,,,,,,,,,
EAST MOONTA,5558,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,,,,,,,,,,,,,,,,,1,,,,,
EAST MOONTA,5558,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,,,,,,,,,,,,,,,,,1,,,,,
EAST MOONTA,5558,SERIOUS CRIMINAL TRESPASS,SCT - Residence,,1,,,,,,,,,,,,,,,,,,,,
EASTWOOD,5063,ACTS INTENDED TO CAUSE INJURY,Assault Police,,,1,,,,,,,,,,,,,,,,,,1,
EASTWOOD,5063,ACTS INTENDED TO CAUSE INJURY,Common Assault,,,,,1,,1,,,,,,2,1,1,,,2,1,1,,2
EASTWOOD,5063,ACTS INTENDED TO CAUSE INJURY,Other acts intended to cause injury,,,,,,,,,,,1,,,,,,,,,,,
EASTWOOD,5063,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,,,,,,1,,1,,,,2,,,,3,2,1,1,3,1,
EASTWOOD,5063,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,,,1,,,,,,2,,,,,,,,,,,,,
EASTWOOD,5063,FRAUD DECEPTION AND RELATED OFFENCES,Obtain benefit by deception,,,1,,,,1,1,,1,1,,,,1,,,,,,1,
EASTWOOD,5063,OTHER OFFENCES AGAINST THE PERSON,"Abduction, harassment and other offences",,,,,,,,,1,,,,1,1,,1,,1,,,,
EASTWOOD,5063,OTHER OFFENCES AGAINST THE PERSON,Dangerous or negligent acts,,,,,,,,1,,,,,,1,,,,,,,,
EASTWOOD,5063,OTHER OFFENCES AGAINST THE PERSON,Threatening behaviour,2,,,,,,,,,,,,,,,,,1,1,,,
EASTWOOD,5063,PROPERTY DAMAGE AND ENVIRONMENTAL,Graffiti,1,,1,,,1,,,1,,,1,,,,,,,,,,
EASTWOOD,5063,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,2,1,7,,1,1,2,1,2,,1,,4,3,8,1,,1,5,3,1,2
EASTWOOD,5063,PROPERTY DAMAGE AND ENVIRONMENTAL,Property damage by fire or explosion,,,1,,,,,,,,,,,,,,,,,,,
EASTWOOD,5063,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,1,,,3,1,,1,,1,2,,,,2,,,,1,2,2,1,
EASTWOOD,5063,SERIOUS CRIMINAL TRESPASS,SCT - Residence,1,1,,1,1,,1,1,,,1,,,1,,1,,3,,1,1,2
EASTWOOD,5063,THEFT AND RELATED OFFENCES,Other theft,2,1,5,1,1,2,1,1,5,,2,1,1,1,2,2,,,2,,1,1
EASTWOOD,5063,THEFT AND RELATED OFFENCES,Receive or handle proceeds of crime,,,,,,,,,,,,,,,,,,,,,,1
EASTWOOD,5063,THEFT AND RELATED OFFENCES,Theft from motor vehicle,1,,1,1,,1,,,1,1,1,,1,1,1,1,4,3,,2,,
EASTWOOD,5063,THEFT AND RELATED OFFENCES,Theft from shop,,,,,,,,,,,,1,3,1,1,,,,1,2,5,
EASTWOOD,5063,THEFT AND RELATED OFFENCES,Theft/Illegal Use of MV,,1,1,1,,1,,1,1,,,,,1,,,,,1,,,
EBA,5320,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,,,,,,,,,,,,,,,1,,,,,,,
EBENEZER,5355,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,,,,,,,,,,,,,,1,,,,,,,,
EBENEZER,5355,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1,,,,,,,,,,,,,,,,,,,,,1
EBENEZER,5355,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,,,,,,,,,,,,,,,,,,,,,1,
EBENEZER,5355,SERIOUS CRIMINAL TRESPASS,SCT - Residence,,1,,1,,,,,,,2,,,,,,,,,,,
EBENEZER,5355,THEFT AND RELATED OFFENCES,Other theft,1,,,,,1,,,,,,,,1,,,,,,,,2
EBENEZER,5355,THEFT AND RELATED OFFENCES,Theft from motor vehicle,1,,,,,,,,,,,,,,,,,,,,,
EBENEZER,5355,THEFT AND RELATED OFFENCES,Theft/Illegal Use of MV,,1,,,,,,,,,,,,,,,,,,,1,
ECHUNGA,5153,ACTS INTENDED TO CAUSE INJURY,Assault Police,,,,,,1,,,,,,,,1,,,,,,,,
ECHUNGA,5153,ACTS INTENDED TO CAUSE INJURY,Common Assault,,,,,,,1,,1,,,,,,1,,,,,1,2,1
ECHUNGA,5153,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,,,,1,,,,,,,,1,,,,1,,,,1,,1
ECHUNGA,5153,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,,1,,,,1,,,,,,,,,,,,,,,,
ECHUNGA,5153,FRAUD DECEPTION AND RELATED OFFENCES,Obtain benefit by deception,,,,1,,,,,,,,,,,,,,,,,,
ECHUNGA,5153,OTHER OFFENCES AGAINST THE PERSON,Dangerous or negligent acts,,,,,,,,,1,,,,,,,,,,,,1,1
ECHUNGA,5153,OTHER OFFENCES AGAINST THE PERSON,Threatening behaviour,,,,,,1,,,1,1,,,,1,,,,,,,,
ECHUNGA,5153,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,,4,1,,,,2,,,1,1,,,1,,2,,2,1,,1,
ECHUNGA,5153,PROPERTY DAMAGE AND ENVIRONMENTAL,Property damage by fire or explosion,,,,,,,,,,,,1,,1,,,,,,,,
ECHUNGA,5153,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,3,1,1,1,1,1,1,,,,,1,,,,5,8,3,,,,
ECHUNGA,5153,SERIOUS CRIMINAL TRESPASS,SCT - Residence,1,,1,,1,,1,,,,2,,2,,,,2,1,,,,
ECHUNGA,5153,THEFT AND RELATED OFFENCES,Other theft,1,5,3,3,,2,4,,1,2,,2,,1,2,4,2,1,4,1,3,
ECHUNGA,5153,THEFT AND RELATED OFFENCES,Theft from motor vehicle,,,1,,1,1,,,,,,,2,,,,3,,,,,
ECHUNGA,5153,THEFT AND RELATED OFFENCES,Theft from shop,,,,,,,1,,,,,,,,,,,,,,,
ECHUNGA,5153,THEFT AND RELATED OFFENCES,Theft/Illegal Use of MV,,,,1,,,,,,,,,,,,,,,,,,
EDEN HILLS,5050,ACTS INTENDED TO CAUSE INJURY,Assault Police,,,,,,1,,,,,,,,,,,,,1,,,
EDEN HILLS,5050,ACTS INTENDED TO CAUSE INJURY,Common Assault,2,,,1,2,,,2,6,,2,1,2,1,,2,4,,3,,,
EDEN HILLS,5050,ACTS INTENDED TO CAUSE INJURY,Other acts intended to cause injury,,,,,,,,,,,,1,,1,,,,,,,,
EDEN HILLS,5050,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,,1,,1,1,3,1,,2,2,3,,1,,1,1,2,,2,4,4,1
EDEN HILLS,5050,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,,,,,,,,,1,,,,,1,,,,,,,,
EDEN HILLS,5050,FRAUD DECEPTION AND RELATED OFFENCES,Obtain benefit by deception,,1,1,,,,,2,,,,,1,,,1,,1,1,,1,
EDEN HILLS,5050,FRAUD DECEPTION AND RELATED OFFENCES,"Other fraud, deception and related offences",,,,,,,,,,,,,,,,,1,,,,,
EDEN HILLS,5050,OTHER OFFENCES AGAINST THE PERSON,"Abduction, harassment and other offences",,,1,,1,,,,,,,,,,1,,,,2,,1,
EDEN HILLS,5050,OTHER OFFENCES AGAINST THE PERSON,Dangerous or negligent acts,,1,,,,,,,,,,,1,1,,,,,,,,1
EDEN HILLS,5050,OTHER OFFENCES AGAINST THE PERSON,Threatening behaviour,,,,,,,,,,,,,2,1,,1,,1,,1,,
EDEN HILLS,5050,PROPERTY DAMAGE AND ENVIRONMENTAL,Graffiti,5,8,7,14,5,6,4,8,6,4,2,7,4,6,3,5,9,3,4,4,4,8
EDEN HILLS,5050,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,7,7,5,7,8,5,3,4,8,,4,14,11,5,2,5,6,5,5,6,4,2
EDEN HILLS,5050,PROPERTY DAMAGE AND ENVIRONMENTAL,Property damage by fire or explosion,,,1,,,,,2,,,,,,1,,,,,3,1,1,
EDEN HILLS,5050,ROBBERY AND RELATED OFFENCES,Blackmail and extortion,,,,,,,,,,,1,,,,,,,,,,,
EDEN HILLS,5050,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,3,2,1,1,1,1,1,2,1,2,4,2,2,4,2,5,2,3,,,,1
EDEN HILLS,5050,SERIOUS CRIMINAL TRESPASS,SCT - Residence,4,1,1,4,1,1,,1,,,4,5,6,2,3,1,2,2,,3,2,
EDEN HILLS,5050,THEFT AND RELATED OFFENCES,Other theft,2,3,5,3,5,5,4,3,9,1,4,2,5,3,6,2,2,2,3,6,7,3
EDEN HILLS,5050,THEFT AND RELATED OFFENCES,Receive or handle proceeds of crime,1,,,,,,,,,,,,,,,,,,,,1,1
EDEN HILLS,5050,THEFT AND RELATED OFFENCES,Theft from motor vehicle,4,4,,2,3,4,2,3,6,2,4,,3,1,4,2,3,,6,2,,
EDEN HILLS,5050,THEFT AND RELATED OFFENCES,Theft/Illegal Use of MV,,1,,,,,2,1,,1,1,1,2,2,1,1,,,,1,,
EDEN VALLEY,5235,ACTS INTENDED TO CAUSE INJURY,Common Assault,,,,,,,1,,,,,,,,,,,,,,,
EDEN VALLEY,5235,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,,,,,,,,,,,,,,1,,,,1,,,,
EDEN VALLEY,5235,FRAUD DECEPTION AND RELATED OFFENCES,Obtain benefit by deception,,,,,,,,,,,,,,,,,,,1,,,
EDEN VALLEY,5235,PROPERTY DAMAGE AND ENVIRONMENTAL,Graffiti,,,,,,,,,,,,,,,,,1,,,,,
EDEN VALLEY,5235,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1,1,,,,,,,,,3,,,,,1,,,,,,1
EDEN VALLEY,5235,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,,1,,,,,,,,,,,,,,,,1,,,,
EDEN VALLEY,5235,SERIOUS CRIMINAL TRESPASS,SCT - Residence,,,,,,,,,,,,,,,,,,1,,,,
EDEN VALLEY,5235,THEFT AND RELATED OFFENCES,Other theft,,,,,,,,,1,,,2,1,,,,1,,1,,,3
EDEN VALLEY,5235,THEFT AND RELATED OFFENCES,Theft from motor vehicle,,,,,,,,,,,,,,1,,,,,,,,
EDEN VALLEY,5235,THEFT AND RELATED OFFENCES,Theft/Illegal Use of MV,,,,,,,,,,,,,,,1,,,,,,,
EDILLILIE,5630,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,,,,,1,,,,,,,,,,,1,,,,,,
EDILLILIE,5630,SERIOUS CRIMINAL TRESPASS,SCT - Residence,,,,,,,,,,,,,,,1,,,,,,,
EDILLILIE,5630,THEFT AND RELATED OFFENCES,Other theft,1,,,,,1,1,,,,,,,,,,,,,,,
EDILLILIE,5630,THEFT AND RELATED OFFENCES,Receive or handle proceeds of crime,,,,,,,,,,,,,,,,,,,,,1,
EDILLILIE,5630,THEFT AND RELATED OFFENCES,Theft from motor vehicle,,,,,,,,,,1,,,,,,,,,,,,
EDILLILIE,5630,THEFT AND RELATED OFFENCES,Theft/Illegal Use of MV,1,,,,,,,,,,,,,,,,,,,,,
EDINBURGH,5111,ACTS INTENDED TO CAUSE INJURY,Assault Police,,,,,,,,,,,,,,,,,,1,,,,
EDINBURGH,5111,ACTS INTENDED TO CAUSE INJURY,Common Assault,,,,1,,,,1,1,,,,,,,,2,,,,2,
EDINBURGH,5111,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,,,,2,,,,1,1,1,,,,,,,,,1,,1,
EDINBURGH,5111,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,,,,,,,,,,,,,1,,,,,,,,,
EDINBURGH,5111,FRAUD DECEPTION AND RELATED OFFENCES,Obtain benefit by deception,,,,1,1,,1,,1,,1,,,,,,,,,,,1
EDINBURGH,5111,FRAUD DECEPTION AND RELATED OFFENCES,"Other fraud, deception and related offences",,,,,,1,,,,,,,,,,,,,,,,
EDINBURGH,5111,OTHER OFFENCES AGAINST THE PERSON,"Abduction, harassment and other offences",,,,,,,,,,,1,,,,,,,,,,,
EDINBURGH,5111,OTHER OFFENCES AGAINST THE PERSON,Dangerous or negligent acts,1,,,,,1,,1,,,,,,,,,,,1,,,
EDINBURGH,5111,OTHER OFFENCES AGAINST THE PERSON,Threatening behaviour,1,,,,,,,,1,,1,,,,,1,,1,,,,
EDINBURGH,5111,PROPERTY DAMAGE AND ENVIRONMENTAL,Graffiti,,1,,1,,,,,,,,,,,,,,,,,,
EDINBURGH,5111,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1,,2,1,,,2,1,,3,,,1,3,1,,2,2,1,2,1,
EDINBURGH,5111,PROPERTY DAMAGE AND ENVIRONMENTAL,Property damage by fire or explosion,2,,1,,,,,,,2,1,,,,,1,1,1,3,1,,1
EDINBURGH,5111,ROBBERY AND RELATED OFFENCES,Aggravated robbery,1,,,,,,,,,1,,,1,,,,,,,,,
EDINBURGH,5111,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,2,2,,3,1,,1,,1,,1,1,1,3,,,1,,,1,1,2
EDINBURGH,5111,SERIOUS CRIMINAL TRESPASS,SCT - Residence,,,,,,,,,,,,,,,1,,,,,,,
EDINBURGH,5111,THEFT AND RELATED OFFENCES,Other theft,2,,1,3,1,1,2,,,1,3,,,2,,,,1,,1,1,2
EDINBURGH,5111,THEFT AND RELATED OFFENCES,Receive or handle proceeds of crime,,,,,,,,,,,,,,,1,,,,,1,,
EDINBURGH,5111,THEFT AND RELATED OFFENCES,Theft from motor vehicle,,1,1,,,2,,2,1,,1,1,,,,2,1,,,,1,
EDINBURGH,5111,THEFT AND RELATED OFFENCES,Theft/Illegal Use of MV,,,,,,,,2,,1,1,,,,,,3,,,,1,1
EDINBURGH NORTH,5113,ACTS INTENDED TO CAUSE INJURY,Assault Police,,,,,,,,,,,,,1,,,,,,,,,
EDINBURGH NORTH,5113,ACTS INTENDED TO CAUSE INJURY,Common Assault,,,,,,,,2,1,1,,,,,,1,,2,,1,,
EDINBURGH NORTH,5113,ACTS INTENDED TO CAUSE INJURY,Other acts intended to cause injury,,,,,,,,,1,,,,,,,,,,,,,
EDINBURGH NORTH,5113,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,,,2,,4,1,,,,,,2,,,2,,,,,,2,3
EDINBURGH NORTH,5113,OTHER OFFENCES AGAINST THE PERSON,Dangerous or negligent acts,,,,,,,,,,1,,1,,,,,,,1,,,
EDINBURGH NORTH,5113,OTHER OFFENCES AGAINST THE PERSON,Threatening behaviour,,,,,,,,,1,,1,,,,,,,,,,,
EDINBURGH NORTH,5113,PROPERTY DAMAGE AND ENVIRONMENTAL,Graffiti,,,,1,,1,1,,1,,,,,,,,1,,,,,
EDINBURGH NORTH,5113,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,2,,2,6,2,3,,3,3,1,4,4,,,5,2,,,1,3,2,2
EDINBURGH NORTH,5113,PROPERTY DAMAGE AND ENVIRONMENTAL,Property damage by fire or explosion,,1,1,,,1,,,,,1,,,,,1,,1,,2,2,2
EDINBURGH NORTH,5113,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,6,2,3,1,,2,1,5,1,1,1,1,,,3,1,3,,4,2,3,4
EDINBURGH NORTH,5113,SERIOUS CRIMINAL TRESPASS,SCT - Residence,,,,,,,1,,,,,,,,,,,,,,,
EDINBURGH NORTH,5113,THEFT AND RELATED OFFENCES,Other theft,3,2,6,2,3,6,1,2,2,2,,,2,,9,1,5,1,1,2,1,2
EDINBURGH NORTH,5113,THEFT AND RELATED OFFENCES,Receive or handle proceeds of crime,,,,,,,1,,,,,,,,,,1,,,,,
EDINBURGH NORTH,5113,THEFT AND RELATED OFFENCES,Theft from motor vehicle,,,2,,,,,1,2,1,,,1,,1,1,1,1,2,,1,2
EDINBURGH NORTH,5113,THEFT AND RELATED OFFENCES,Theft from shop,,,,,,,,,,,,,,,,,,1,,1,,
EDINBURGH NORTH,5113,THEFT AND RELATED OFFENCES,Theft/Illegal Use of MV,,,2,1,,2,,2,1,1,,,,1,1,,,,,1,1,
EDINBURGH RAAF,5111,ACTS INTENDED TO CAUSE INJURY,Common Assault,,,,1,,,,,,,,,,,,,,,,,,
EDINBURGH RAAF,5111,PROPERTY DAMAGE AND ENVIRONMENTAL,Graffiti,,,1,,,,,,1,,,,,1,,,,,,,,
EDINBURGH RAAF,5111,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,,,1,,,,,,,,,,1,,1,,,,1,,,
EDINBURGH RAAF,5111,PROPERTY DAMAGE AND ENVIRONMENTAL,Property damage by fire or explosion,,,,,,,,,,,,,1,1,,,,,,,,
EDINBURGH RAAF,5111,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,,1,2,,,,,,,,,,1,,,,,,,,,
EDINBURGH RAAF,5111,THEFT AND RELATED OFFENCES,Other theft,,,,1,,1,2,,,,,1,,1,,,1,,1,,,
EDINBURGH RAAF,5111,THEFT AND RELATED OFFENCES,Theft from motor vehicle,,,1,,,,,,,,,,,,1,,,,,,,
EDINBURGH RAAF,5111,THEFT AND RELATED OFFENCES,Theft/Illegal Use of MV,,,1,,,,,,,,,,,,,,,,,,,
EDITHBURGH,5583,ACTS INTENDED TO CAUSE INJURY,Common Assault,2,,1,,,,,3,,,,,,,1,,2,,,,,
EDITHBURGH,5583,ACTS INTENDED TO CAUSE INJURY,Other acts intended to cause injury,,,,,,,,,,,,,,1,,,,,,,,
EDITHBURGH,5583,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,,,,,1,,1,,,1,,1,1,,2,1,2,,,,,
EDITHBURGH,5583,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,,,,1,,,,,,,,,,,,,,,,,,
EDITHBURGH,5583,FRAUD DECEPTION AND RELATED OFFENCES,Obtain benefit by deception,1,,,,,,,,,,,,,,,,,,,,,
EDITHBURGH,5583,OTHER OFFENCES AGAINST THE PERSON,Threatening behaviour,,,,,,,,,,,,,,1,,,,,,,,
EDITHBURGH,5583,PROPERTY DAMAGE AND ENVIRONMENTAL,Graffiti,2,,,,,,,,,,,,,,2,,,,,,,
EDITHBURGH,5583,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,,3,3,1,,1,,1,1,2,1,2,2,1,,,1,,,,,
EDITHBURGH,5583,PROPERTY DAMAGE AND ENVIRONMENTAL,Property damage by fire or explosion,,,,,,,,,,1,,,,1,,,,,,,,
EDITHBURGH,5583,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,5,1,,1,,1,,,,,,,,1,,,1,,,,,
EDITHBURGH,5583,SERIOUS CRIMINAL TRESPASS,SCT - Residence,5,,1,,,1,1,7,1,,,1,,,,,1,,,,1,
EDITHBURGH,5583,THEFT AND RELATED OFFENCES,Other theft,4,3,5,1,,3,1,,1,1,,2,3,2,1,2,1,1,2,,,1
EDITHBURGH,5583,THEFT AND RELATED OFFENCES,Receive or handle proceeds of crime,,,,,,,,1,,,,,,,,,,,,,,
EDITHBURGH,5583,THEFT AND RELATED OFFENCES,Theft from motor vehicle,,,1,,,,2,,,1,,,3,,,,,,,,,
EDITHBURGH,5583,THEFT AND RELATED OFFENCES,Theft from shop,,1,,,,1,,,,,,,,,,,,,1,1,,
EDWARDSTOWN,5039,ACTS INTENDED TO CAUSE INJURY,Assault Police,,,,,2,,1,,,,1,,,,,,1,,1,1,2,
EDWARDSTOWN,5039,ACTS INTENDED TO CAUSE INJURY,Common Assault,2,3,6,4,6,4,1,3,6,10,5,5,8,10,10,8,6,9,8,8,8,7
EDWARDSTOWN,5039,ACTS INTENDED TO CAUSE INJURY,Other acts intended to cause injury,,,1,,,1,,1,1,,1,1,,,,1,1,1,,,,
